uf,city_name,city_code,date,stringency_index
SP,Sao Paulo,3550308,2020-01-18,0
RS,Porto Alegre,4314902,2020-01-18,0
RS,State government,STATE_GOV,2020-01-18,0
RJ,State government,STATE_GOV,2020-01-18,0
RJ,Rio de Janeiro,3304557,2020-01-18,0
PE,State government,STATE_GOV,2020-01-18,0
PE,Recife,2611606,2020-01-18,0
AL,State government,STATE_GOV,2020-01-18,0
PR,State government,STATE_GOV,2020-01-18,0
MA,State government,STATE_GOV,2020-01-18,0
MS,State government,STATE_GOV,2020-01-18,0
ES,State government,STATE_GOV,2020-01-18,0
MG,State government,STATE_GOV,2020-01-18,0
SC,State government,STATE_GOV,2020-01-18,0
AC,State government,STATE_GOV,2020-01-18,0
PA,State government,STATE_GOV,2020-01-18,0
PB,State government,STATE_GOV,2020-01-18,0
DF,State government,STATE_GOV,2020-01-18,0
PI,State government,STATE_GOV,2020-01-18,0
TO,State government,STATE_GOV,2020-01-18,0
SE,State government,STATE_GOV,2020-01-18,0
RR,State government,STATE_GOV,2020-01-18,0
RO,State government,STATE_GOV,2020-01-18,0
AP,State government,STATE_GOV,2020-01-18,0
RN,State government,STATE_GOV,2020-01-18,0
MT,State government,STATE_GOV,2020-01-18,0
CE,State government,STATE_GOV,2020-01-19,0
CE,Fortaleza,2304400,2020-01-19,0
GO,State government,STATE_GOV,2020-01-19,0
GO,Goiania,5208707,2020-01-19,0
AM,State government,STATE_GOV,2020-01-19,0
AM,Manaus,1302603,2020-01-19,0
BA,State government,STATE_GOV,2020-01-19,0
BA,Salvador,2927408,2020-01-19,0
SP,State government,STATE_GOV,2020-01-19,0
SP,Sao Paulo,3550308,2020-01-19,0
RS,Porto Alegre,4314902,2020-01-19,0
RS,State government,STATE_GOV,2020-01-19,0
RJ,State government,STATE_GOV,2020-01-19,0
RJ,Rio de Janeiro,3304557,2020-01-19,0
PE,State government,STATE_GOV,2020-01-19,0
PE,Recife,2611606,2020-01-19,0
AL,State government,STATE_GOV,2020-01-19,0
PR,State government,STATE_GOV,2020-01-19,0
MA,State government,STATE_GOV,2020-01-19,0
MS,State government,STATE_GOV,2020-01-19,0
ES,State government,STATE_GOV,2020-01-19,0
MG,State government,STATE_GOV,2020-01-19,0
SC,State government,STATE_GOV,2020-01-19,0
AC,State government,STATE_GOV,2020-01-19,0
PA,State government,STATE_GOV,2020-01-19,0
PB,State government,STATE_GOV,2020-01-19,0
DF,State government,STATE_GOV,2020-01-19,0
PI,State government,STATE_GOV,2020-01-19,0
TO,State government,STATE_GOV,2020-01-19,0
SE,State government,STATE_GOV,2020-01-19,0
RR,State government,STATE_GOV,2020-01-19,0
RO,State government,STATE_GOV,2020-01-19,0
AP,State government,STATE_GOV,2020-01-19,0
RN,State government,STATE_GOV,2020-01-19,0
MT,State government,STATE_GOV,2020-01-19,0
CE,State government,STATE_GOV,2020-01-20,0
CE,Fortaleza,2304400,2020-01-20,0
GO,State government,STATE_GOV,2020-01-20,0
GO,Goiania,5208707,2020-01-20,0
AM,State government,STATE_GOV,2020-01-20,0
AM,Manaus,1302603,2020-01-20,0
BA,State government,STATE_GOV,2020-01-20,0
BA,Salvador,2927408,2020-01-20,0
SP,State government,STATE_GOV,2020-01-20,0
SP,Sao Paulo,3550308,2020-01-20,0
RS,Porto Alegre,4314902,2020-01-20,0
RS,State government,STATE_GOV,2020-01-20,0
RJ,State government,STATE_GOV,2020-01-20,0
RJ,Rio de Janeiro,3304557,2020-01-20,0
PE,State government,STATE_GOV,2020-01-20,0
PE,Recife,2611606,2020-01-20,0
AL,State government,STATE_GOV,2020-01-20,0
PR,State government,STATE_GOV,2020-01-20,0
MA,State government,STATE_GOV,2020-01-20,0
MS,State government,STATE_GOV,2020-01-20,0
ES,State government,STATE_GOV,2020-01-20,0
MG,State government,STATE_GOV,2020-01-20,0
SC,State government,STATE_GOV,2020-01-20,0
AC,State government,STATE_GOV,2020-01-20,0
PA,State government,STATE_GOV,2020-01-20,0
PB,State government,STATE_GOV,2020-01-20,0
DF,State government,STATE_GOV,2020-01-20,0
PI,State government,STATE_GOV,2020-01-20,0
TO,State government,STATE_GOV,2020-01-20,0
SE,State government,STATE_GOV,2020-01-20,0
RR,State government,STATE_GOV,2020-01-20,0
RO,State government,STATE_GOV,2020-01-20,0
AP,State government,STATE_GOV,2020-01-20,0
RN,State government,STATE_GOV,2020-01-20,0
MT,State government,STATE_GOV,2020-01-20,0
CE,State government,STATE_GOV,2020-01-21,0
